family_root,product_handle,sku,title,vendor,finish_name,was_tagged_primary,family_size,family_finishes_json_truncated
ATL:230-BLK,atlas-homewares-230-blk-ch-spa-black-square-knob-1-3,ATL-230-BLK-CH,Spa Black Square Knob 1 3/8'' Polished Chrome 230-BLK-CH,Atlas Homewares,Polished Chrome,no,2,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-230-blk-brn-spa-black-square-knob-1-3""},{""name"":""Polished Chrome"",""handle"":""atlas-homewares-230-blk-ch-spa-black-square-knob-1-3""}]"
ATL:230-BLU,atlas-homewares-230-blu-brn-spa-blue-square-knob-1-3,ATL-230-BLU-BRN,Spa Blue Square Knob 1 3/8'' Brushed Nickel 230-BLU-BRN,Atlas Homewares,Brushed Nickel,no,2,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-230-blu-brn-spa-blue-square-knob-1-3""},{""name"":""Polished Chrome"",""handle"":""atlas-homewares-230-blu-ch-spa-blue-square-knob-1-3""}]"
ATL:230-BLU,atlas-homewares-230-blu-ch-spa-blue-square-knob-1-3,ATL-230-BLU-CH,Spa Blue Square Knob 1 3/8'' Polished Chrome 230-BLU-CH,Atlas Homewares,Polished Chrome,yes,2,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-230-blu-brn-spa-blue-square-knob-1-3""},{""name"":""Polished Chrome"",""handle"":""atlas-homewares-230-blu-ch-spa-blue-square-knob-1-3""}]"
ATL:230-GR,atlas-homewares-230-gr-brn-spa-green-square-knob-1-3,ATL-230-GR-BRN,Spa Green Square Knob 1 3/8'' Brushed Nickel 230-GR-BRN,Atlas Homewares,Brushed Nickel,no,2,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-230-gr-brn-spa-green-square-knob-1-3""},{""name"":""Polished Chrome"",""handle"":""atlas-homewares-230-gr-ch-spa-green-square-knob-1-3""}]"
ATL:230-GR,atlas-homewares-230-gr-ch-spa-green-square-knob-1-3,ATL-230-GR-CH,Spa Green Square Knob 1 3/8'' Polished Chrome 230-GR-CH,Atlas Homewares,Polished Chrome,yes,2,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-230-gr-brn-spa-green-square-knob-1-3""},{""name"":""Polished Chrome"",""handle"":""atlas-homewares-230-gr-ch-spa-green-square-knob-1-3""}]"
ATL:230-OW,atlas-homewares-230-ow-o-spa-brown-tiger-square-knob-1-3,ATL-230-OW-O,Spa Brown Tiger Square Knob 1 3/8'' Aged Bronze 230-OW-O,Atlas Homewares,Aged Bronze,yes,1,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-230-ow-o-spa-brown-tiger-square-knob-1-3""}]"
ATL:231-BLK,atlas-homewares-231-blk-brn-spa-black-pull-3-cc-brushed-nickel,ATL-231-BLK-BRN,Spa Black Pull 3'' cc Brushed Nickel 231-BLK-BRN,Atlas Homewares,Brushed Nickel,no,2,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-231-blk-brn-spa-black-pull-3-cc-brushed-nickel""},{""name"":""Polished Chrome"",""handle"":""atlas-homewares-231-blk-ch-spa-black-pull-3-cc-polished-chro..."
ATL:231-BLK,atlas-homewares-231-blk-ch-spa-black-pull-3-cc-polished-chrome,ATL-231-BLK-CH,Spa Black Pull 3'' cc Polished Chrome 231-BLK-CH,Atlas Homewares,Polished Chrome,yes,2,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-231-blk-brn-spa-black-pull-3-cc-brushed-nickel""},{""name"":""Polished Chrome"",""handle"":""atlas-homewares-231-blk-ch-spa-black-pull-3-cc-polished-chro..."
ATL:231-BLU,atlas-homewares-231-blu-brn-spa-blue-pull-3-cc-brushed-nickel,ATL-231-BLU-BRN,Spa Blue Pull 3'' cc Brushed Nickel 231-BLU-BRN,Atlas Homewares,Brushed Nickel,no,2,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-231-blu-brn-spa-blue-pull-3-cc-brushed-nickel""},{""name"":""Polished Chrome"",""handle"":""atlas-homewares-231-blu-ch-spa-blue-pull-3-cc-polished-chrome""}]"
ATL:231-BLU,atlas-homewares-231-blu-ch-spa-blue-pull-3-cc-polished-chrome,ATL-231-BLU-CH,Spa Blue Pull 3'' cc Polished Chrome 231-BLU-CH,Atlas Homewares,Polished Chrome,yes,2,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-231-blu-brn-spa-blue-pull-3-cc-brushed-nickel""},{""name"":""Polished Chrome"",""handle"":""atlas-homewares-231-blu-ch-spa-blue-pull-3-cc-polished-chrome""}]"
ATL:231-GR,atlas-homewares-231-gr-brn-spa-green-pull-3-cc-brushed-nickel,ATL-231-GR-BRN,Spa Green Pull 3'' cc Brushed Nickel 231-GR-BRN,Atlas Homewares,Brushed Nickel,yes,2,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-231-gr-brn-spa-green-pull-3-cc-brushed-nickel""},{""name"":""Polished Chrome"",""handle"":""atlas-homewares-231-gr-ch-spa-green-pull-3-cc-polished-chrome""}]"
ATL:231-GR,atlas-homewares-231-gr-ch-spa-green-pull-3-cc-polished-chrome,ATL-231-GR-CH,Spa Green Pull 3'' cc Polished Chrome 231-GR-CH,Atlas Homewares,Polished Chrome,no,2,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-231-gr-brn-spa-green-pull-3-cc-brushed-nickel""},{""name"":""Polished Chrome"",""handle"":""atlas-homewares-231-gr-ch-spa-green-pull-3-cc-polished-chrome""}]"
ATL:231-OW,atlas-homewares-231-ow-o-spa-brown-tiger-pull-3-cc-aged-bronze,ATL-231-OW-O,Spa Brown Tiger Pull 3'' cc Aged Bronze 231-OW-O,Atlas Homewares,Aged Bronze,yes,1,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-231-ow-o-spa-brown-tiger-pull-3-cc-aged-bronze""}]"
ATL:233,atlas-homewares-233-bl-dap-round-knob-2-1,ATL-233-BL,Dap Round Knob 2 1/2'' Matte Black 233-BL,Atlas Homewares,Matte Black,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-233-brn-dap-round-knob-2-1""},{""name"":""Matte Black"",""handle"":""atlas-homewares-233-bl-dap-round-knob-2-1""},{""name"":""Polished Chrome"",""handle"":""atla..."
ATL:233,atlas-homewares-233-brn-dap-round-knob-2-1,ATL-233-BRN,Dap Round Knob 2 1/2'' Brushed Nickel 233-BRN,Atlas Homewares,Brushed Nickel,yes,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-233-brn-dap-round-knob-2-1""},{""name"":""Matte Black"",""handle"":""atlas-homewares-233-bl-dap-round-knob-2-1""},{""name"":""Polished Chrome"",""handle"":""atla..."
ATL:233,atlas-homewares-233-ch-dap-round-knob-2-1,ATL-233-CH,Dap Round Knob 2 1/2'' Polished Chrome 233-CH,Atlas Homewares,Polished Chrome,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-233-brn-dap-round-knob-2-1""},{""name"":""Matte Black"",""handle"":""atlas-homewares-233-bl-dap-round-knob-2-1""},{""name"":""Polished Chrome"",""handle"":""atla..."
ATL:235,atlas-homewares-235-bl-dap-pull-4-cc-matte-black,ATL-235-BL,Dap Pull 4'' cc Matte Black 235-BL,Atlas Homewares,Matte Black,yes,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-235-brn-dap-pull-4-cc-brushed-nickel""},{""name"":""Matte Black"",""handle"":""atlas-homewares-235-bl-dap-pull-4-cc-matte-black""},{""name"":""Polished Chrom..."
ATL:235,atlas-homewares-235-brn-dap-pull-4-cc-brushed-nickel,ATL-235-BRN,Dap Pull 4'' cc Brushed Nickel 235-BRN,Atlas Homewares,Brushed Nickel,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-235-brn-dap-pull-4-cc-brushed-nickel""},{""name"":""Matte Black"",""handle"":""atlas-homewares-235-bl-dap-pull-4-cc-matte-black""},{""name"":""Polished Chrom..."
ATL:235,atlas-homewares-235-ch-dap-pull-4-cc-polished-chrome,ATL-235-CH,Dap Pull 4'' cc Polished Chrome 235-CH,Atlas Homewares,Polished Chrome,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-235-brn-dap-pull-4-cc-brushed-nickel""},{""name"":""Matte Black"",""handle"":""atlas-homewares-235-bl-dap-pull-4-cc-matte-black""},{""name"":""Polished Chrom..."
ATL:236,atlas-homewares-236-brn-mandalay-round-knob-1-5,ATL-236-BRN,Mandalay Round Knob 1 5/16'' Brushed Nickel 236-BRN,Atlas Homewares,Brushed Nickel,yes,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-236-brn-mandalay-round-knob-1-5""},{""name"":""Champagne"",""handle"":""atlas-homewares-236-cm-mandalay-round-knob-1-5""},{""name"":""Venetian Bronze"",""handl..."
ATL:236,atlas-homewares-236-cm-mandalay-round-knob-1-5,ATL-236-CM,Mandalay Round Knob 1 5/16'' Champagne 236-CM,Atlas Homewares,Champagne,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-236-brn-mandalay-round-knob-1-5""},{""name"":""Champagne"",""handle"":""atlas-homewares-236-cm-mandalay-round-knob-1-5""},{""name"":""Venetian Bronze"",""handl..."
ATL:236,atlas-homewares-236-vb-mandalay-round-knob-1-5,ATL-236-VB,Mandalay Round Knob 1 5/16'' Venetian Bronze 236-VB,Atlas Homewares,Venetian Bronze,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-236-brn-mandalay-round-knob-1-5""},{""name"":""Champagne"",""handle"":""atlas-homewares-236-cm-mandalay-round-knob-1-5""},{""name"":""Venetian Bronze"",""handl..."
ATL:237,atlas-homewares-237-brn-mandalay-square-knob-1-1,ATL-237-BRN,Mandalay Square Knob 1 1/4'' Brushed Nickel 237-BRN,Atlas Homewares,Brushed Nickel,yes,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-237-brn-mandalay-square-knob-1-1""},{""name"":""Champagne"",""handle"":""atlas-homewares-237-cm-mandalay-square-knob-1-1""},{""name"":""Venetian Bronze"",""han..."
ATL:237,atlas-homewares-237-cm-mandalay-square-knob-1-1,ATL-237-CM,Mandalay Square Knob 1 1/4'' Champagne 237-CM,Atlas Homewares,Champagne,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-237-brn-mandalay-square-knob-1-1""},{""name"":""Champagne"",""handle"":""atlas-homewares-237-cm-mandalay-square-knob-1-1""},{""name"":""Venetian Bronze"",""han..."
ATL:237,atlas-homewares-237-vb-mandalay-square-knob-1-1,ATL-237-VB,Mandalay Square Knob 1 1/4'' Venetian Bronze 237-VB,Atlas Homewares,Venetian Bronze,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-237-brn-mandalay-square-knob-1-1""},{""name"":""Champagne"",""handle"":""atlas-homewares-237-cm-mandalay-square-knob-1-1""},{""name"":""Venetian Bronze"",""han..."
ATL:238,atlas-homewares-238-brn-mandalay-pull-3-cc-brushed-nickel,ATL-238-BRN,Mandalay Pull 3'' cc Brushed Nickel 238-BRN,Atlas Homewares,Brushed Nickel,yes,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-238-brn-mandalay-pull-3-cc-brushed-nickel""},{""name"":""Champagne"",""handle"":""atlas-homewares-238-cm-mandalay-pull-3-cc-champagne""},{""name"":""Venetian..."
ATL:238,atlas-homewares-238-cm-mandalay-pull-3-cc-champagne,ATL-238-CM,Mandalay Pull 3'' cc Champagne 238-CM,Atlas Homewares,Champagne,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-238-brn-mandalay-pull-3-cc-brushed-nickel""},{""name"":""Champagne"",""handle"":""atlas-homewares-238-cm-mandalay-pull-3-cc-champagne""},{""name"":""Venetian..."
ATL:238,atlas-homewares-238-vb-mandalay-pull-3-cc-venetian-bronze,ATL-238-VB,Mandalay Pull 3'' cc Venetian Bronze 238-VB,Atlas Homewares,Venetian Bronze,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-238-brn-mandalay-pull-3-cc-brushed-nickel""},{""name"":""Champagne"",""handle"":""atlas-homewares-238-cm-mandalay-pull-3-cc-champagne""},{""name"":""Venetian..."
ATL:239,atlas-homewares-239-brn-mandalay-pull-6-5,ATL-239-BRN,Mandalay Pull 6 5/16'' cc Brushed Nickel 239-BRN,Atlas Homewares,Brushed Nickel,yes,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-239-brn-mandalay-pull-6-5""},{""name"":""Champagne"",""handle"":""atlas-homewares-239-cm-mandalay-pull-6-5""},{""name"":""Venetian Bronze"",""handle"":""atlas-ho..."
ATL:239,atlas-homewares-239-cm-mandalay-pull-6-5,ATL-239-CM,Mandalay Pull 6 5/16'' cc Champagne 239-CM,Atlas Homewares,Champagne,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-239-brn-mandalay-pull-6-5""},{""name"":""Champagne"",""handle"":""atlas-homewares-239-cm-mandalay-pull-6-5""},{""name"":""Venetian Bronze"",""handle"":""atlas-ho..."
ATL:239,atlas-homewares-239-vb-mandalay-pull-6-5,ATL-239-VB,Mandalay Pull 6 5/16'' cc Venetian Bronze 239-VB,Atlas Homewares,Venetian Bronze,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-239-brn-mandalay-pull-6-5""},{""name"":""Champagne"",""handle"":""atlas-homewares-239-cm-mandalay-pull-6-5""},{""name"":""Venetian Bronze"",""handle"":""atlas-ho..."
ATL:241,atlas-homewares-241-brn-trocadero-pull-3-cc-brushed-nickel,ATL-241-BRN,Trocadero Pull 3'' cc Brushed Nickel 241-BRN,Atlas Homewares,Brushed Nickel,yes,4,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-241-brn-trocadero-pull-3-cc-brushed-nickel""},{""name"":""Pewter"",""handle"":""atlas-homewares-241-p-trocadero-pull-3-cc-pewter""},{""name"":""Polished Nick..."
ATL:241,atlas-homewares-241-p-trocadero-pull-3-cc-pewter,ATL-241-P,Trocadero Pull 3'' cc Pewter 241-P,Atlas Homewares,Pewter,no,4,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-241-brn-trocadero-pull-3-cc-brushed-nickel""},{""name"":""Pewter"",""handle"":""atlas-homewares-241-p-trocadero-pull-3-cc-pewter""},{""name"":""Polished Nick..."
ATL:241,atlas-homewares-241-pn-trocadero-pull-3-cc-polished-nickel,ATL-241-PN,Trocadero Pull 3'' cc Polished Nickel 241-PN,Atlas Homewares,Polished Nickel,no,4,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-241-brn-trocadero-pull-3-cc-brushed-nickel""},{""name"":""Pewter"",""handle"":""atlas-homewares-241-p-trocadero-pull-3-cc-pewter""},{""name"":""Polished Nick..."
ATL:241,atlas-homewares-241-vb-trocadero-pull-3-cc-venetian-bronze,ATL-241-VB,Trocadero Pull 3'' cc Venetian Bronze 241-VB,Atlas Homewares,Venetian Bronze,no,4,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-241-brn-trocadero-pull-3-cc-brushed-nickel""},{""name"":""Pewter"",""handle"":""atlas-homewares-241-p-trocadero-pull-3-cc-pewter""},{""name"":""Polished Nick..."
ATL:242,atlas-homewares-242-p-limited-editions-odeon-pull-3-cc-pewter,ATL-242-P,Limited Editions Odeon Pull 3'' cc Pewter 242-P,Atlas Homewares,Pewter,no,2,"[{""name"":""Pewter"",""handle"":""atlas-homewares-242-p-limited-editions-odeon-pull-3-cc-pewter""},{""name"":""Venetian Bronze"",""handle"":""atlas-homewares-242-vb-limited-editions-odeon-pull-3-cc-venetian-bron..."
ATL:242,atlas-homewares-242-vb-limited-editions-odeon-pull-3-cc-venetian-bronze,ATL-242-VB,Limited Editions Odeon Pull 3'' cc Venetian Bronze 242-VB,Atlas Homewares,Venetian Bronze,yes,2,"[{""name"":""Pewter"",""handle"":""atlas-homewares-242-p-limited-editions-odeon-pull-3-cc-pewter""},{""name"":""Venetian Bronze"",""handle"":""atlas-homewares-242-vb-limited-editions-odeon-pull-3-cc-venetian-bron..."
ATL:250,atlas-homewares-250-brn-craftsman-modern-pull-3-cc-brushed-nickel,ATL-250-BRN,Craftsman Modern Pull 3'' cc Brushed Nickel 250-BRN,Atlas Homewares,Brushed Nickel,yes,3,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-250-o-craftsman-modern-pull-3-cc-aged-bronze""},{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-250-brn-craftsman-modern-pull-3-cc-brushed-nickel""..."
ATL:250,atlas-homewares-250-o-craftsman-modern-pull-3-cc-aged-bronze,ATL-250-O,Craftsman Modern Pull 3'' cc Aged Bronze 250-O,Atlas Homewares,Aged Bronze,no,3,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-250-o-craftsman-modern-pull-3-cc-aged-bronze""},{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-250-brn-craftsman-modern-pull-3-cc-brushed-nickel""..."
ATL:250,atlas-homewares-250-vb-craftsman-modern-pull-3-cc-venetian-bronze,ATL-250-VB,Craftsman Modern Pull 3'' cc Venetian Bronze 250-VB,Atlas Homewares,Venetian Bronze,no,3,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-250-o-craftsman-modern-pull-3-cc-aged-bronze""},{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-250-brn-craftsman-modern-pull-3-cc-brushed-nickel""..."
ATL:251L,atlas-homewares-251l-bl-modernist-left-square-knob-1-1,ATL-251L-BL,Modernist Left Square Knob 1 1/2'' Matte Black 251L-BL,Atlas Homewares,Matte Black,yes,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-251l-brn-modernist-left-square-knob-1-1""},{""name"":""Matte Black"",""handle"":""atlas-homewares-251l-bl-modernist-left-square-knob-1-1""},{""name"":""Polis..."
ATL:251L,atlas-homewares-251l-brn-modernist-left-square-knob-1-1,ATL-251L-BRN,Modernist Left Square Knob 1 1/2'' Brushed Nickel 251L-BRN,Atlas Homewares,Brushed Nickel,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-251l-brn-modernist-left-square-knob-1-1""},{""name"":""Matte Black"",""handle"":""atlas-homewares-251l-bl-modernist-left-square-knob-1-1""},{""name"":""Polis..."
ATL:251L,atlas-homewares-251l-ch-modernist-left-square-knob-1-1,ATL-251L-CH,Modernist Left Square Knob 1 1/2'' Polished Chrome 251L-CH,Atlas Homewares,Polished Chrome,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-251l-brn-modernist-left-square-knob-1-1""},{""name"":""Matte Black"",""handle"":""atlas-homewares-251l-bl-modernist-left-square-knob-1-1""},{""name"":""Polis..."
ATL:251R,atlas-homewares-251r-bl-modernist-right-square-knob-1-1,ATL-251R-BL,Modernist Right Square Knob 1 1/2'' Matte Black 251R-BL,Atlas Homewares,Matte Black,yes,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-251r-brn-modernist-right-square-knob-1-1""},{""name"":""Matte Black"",""handle"":""atlas-homewares-251r-bl-modernist-right-square-knob-1-1""},{""name"":""Pol..."
ATL:251R,atlas-homewares-251r-brn-modernist-right-square-knob-1-1,ATL-251R-BRN,Modernist Right Square Knob 1 1/2'' Brushed Nickel 251R-BRN,Atlas Homewares,Brushed Nickel,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-251r-brn-modernist-right-square-knob-1-1""},{""name"":""Matte Black"",""handle"":""atlas-homewares-251r-bl-modernist-right-square-knob-1-1""},{""name"":""Pol..."
ATL:251R,atlas-homewares-251r-ch-modernist-right-square-knob-1-1,ATL-251R-CH,Modernist Right Square Knob 1 1/2'' Polished Chrome 251R-CH,Atlas Homewares,Polished Chrome,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-251r-brn-modernist-right-square-knob-1-1""},{""name"":""Matte Black"",""handle"":""atlas-homewares-251r-bl-modernist-right-square-knob-1-1""},{""name"":""Pol..."
ATL:252L,atlas-homewares-252l-bl-modernist-left-knob-1-3,ATL-252L-BL,Modernist Left Knob 1 3/4'' Matte Black 252L-BL,Atlas Homewares,Matte Black,yes,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-252l-brn-modernist-left-knob-1-3""},{""name"":""Matte Black"",""handle"":""atlas-homewares-252l-bl-modernist-left-knob-1-3""},{""name"":""Polished Chrome"",""h..."
ATL:252L,atlas-homewares-252l-brn-modernist-left-knob-1-3,ATL-252L-BRN,Modernist Left Knob 1 3/4'' Brushed Nickel 252L-BRN,Atlas Homewares,Brushed Nickel,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-252l-brn-modernist-left-knob-1-3""},{""name"":""Matte Black"",""handle"":""atlas-homewares-252l-bl-modernist-left-knob-1-3""},{""name"":""Polished Chrome"",""h..."
ATL:252L,atlas-homewares-252l-ch-modernist-left-knob-1-3,ATL-252L-CH,Modernist Left Knob 1 3/4'' Polished Chrome 252L-CH,Atlas Homewares,Polished Chrome,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-252l-brn-modernist-left-knob-1-3""},{""name"":""Matte Black"",""handle"":""atlas-homewares-252l-bl-modernist-left-knob-1-3""},{""name"":""Polished Chrome"",""h..."
ATL:252R,atlas-homewares-252r-bl-modernist-right-knob-1-3,ATL-252R-BL,Modernist Right Knob 1 3/4'' Matte Black 252R-BL,Atlas Homewares,Matte Black,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-252r-brn-modernist-right-knob-1-3""},{""name"":""Matte Black"",""handle"":""atlas-homewares-252r-bl-modernist-right-knob-1-3""},{""name"":""Polished Chrome"",..."
ATL:252R,atlas-homewares-252r-brn-modernist-right-knob-1-3,ATL-252R-BRN,Modernist Right Knob 1 3/4'' Brushed Nickel 252R-BRN,Atlas Homewares,Brushed Nickel,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-252r-brn-modernist-right-knob-1-3""},{""name"":""Matte Black"",""handle"":""atlas-homewares-252r-bl-modernist-right-knob-1-3""},{""name"":""Polished Chrome"",..."
ATL:252R,atlas-homewares-252r-ch-modernist-right-knob-1-3,ATL-252R-CH,Modernist Right Knob 1 3/4'' Polished Chrome 252R-CH,Atlas Homewares,Polished Chrome,yes,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-252r-brn-modernist-right-knob-1-3""},{""name"":""Matte Black"",""handle"":""atlas-homewares-252r-bl-modernist-right-knob-1-3""},{""name"":""Polished Chrome"",..."
ATL:253L,atlas-homewares-253l-bl-modernist-left-pull-3-cc-matte-black,ATL-253L-BL,Modernist Left Pull 3'' cc Matte Black 253L-BL,Atlas Homewares,Matte Black,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-253l-brn-modernist-left-pull-3-cc-brushed-nickel""},{""name"":""Matte Black"",""handle"":""atlas-homewares-253l-bl-modernist-left-pull-3-cc-matte-black""}..."
ATL:253L,atlas-homewares-253l-brn-modernist-left-pull-3-cc-brushed-nickel,ATL-253L-BRN,Modernist Left Pull 3'' cc Brushed Nickel 253L-BRN,Atlas Homewares,Brushed Nickel,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-253l-brn-modernist-left-pull-3-cc-brushed-nickel""},{""name"":""Matte Black"",""handle"":""atlas-homewares-253l-bl-modernist-left-pull-3-cc-matte-black""}..."
ATL:253L,atlas-homewares-253l-ch-modernist-left-pull-3-cc-polished-chrome,ATL-253L-CH,Modernist Left Pull 3'' cc Polished Chrome 253L-CH,Atlas Homewares,Polished Chrome,yes,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-253l-brn-modernist-left-pull-3-cc-brushed-nickel""},{""name"":""Matte Black"",""handle"":""atlas-homewares-253l-bl-modernist-left-pull-3-cc-matte-black""}..."
ATL:253R,atlas-homewares-253r-bl-modernist-right-pull-3-cc-matte-black,ATL-253R-BL,Modernist Right Pull 3'' cc Matte Black 253R-BL,Atlas Homewares,Matte Black,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-253r-brn-modernist-right-pull-3-cc-brushed-nickel""},{""name"":""Matte Black"",""handle"":""atlas-homewares-253r-bl-modernist-right-pull-3-cc-matte-black..."
